class_number,cluster_rep_sequence_accession,family_label_ncbi_2021,families_in_class_2021,family_label_ncbi_2023,sequences_per_class,sequences_percent,max_length,mean_length,std_length,kmers_per_class,kmers_percent,protein_description,protein_function_class,host,molecule_type,genus
742,NP_733866.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,61,0.005935312873693623,662.0,602.18,31.96,962,0.005,thymidine kinase,Other-Functions,Homo sapiens,dsDNA,Lymphocryptovirus
743,AYP74220.1,Poxviridae,Poxviridae,Poxviridae,61,0.005935312873693623,638.0,602.3,36.49,960,0.005,putative metalloprotease,Other-Functions,Ovis aries,dsDNA,Parapoxvirus
744,AGE52806.1,Phycodnaviridae,Phycodnaviridae,Phycodnaviridae,60,0.005838012662649465,682.0,465.42,65.42,528,0.003,ATP-dependent helicase,Replication-Transcription,Chlorella heliozoae,dsDNA,Chlorovirus
745,QOD39474.1,Parvoviridae,Parvoviridae,Parvoviridae,60,0.005838012662649465,586.0,517.2,99.96,700,0.004,NS1,Non-structural,Pisaster ochraceus,ssDNA(+/-),Ambidensovirus
746,AWY11059.1,Rhabdoviridae,Rhabdoviridae,Rhabdoviridae,60,0.005838012662649465,569.0,513.35,130.35,739,0.004,outer coat protein,Structural-Envelope,Drosophila melanogaster,ssRNA(-),Sigmavirus
747,AWW14943.1,Secoviridae,Secoviridae,Secoviridae,59,0.005740712451605307,2336.0,1100.73,959.47,2500,0.013,polyprotein,Polyprotein,Solanum lycopersicum,ssRNA(+),Torradovirus
748,NP_050266.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,59,0.005740712451605307,1078.0,920.05,223.57,1861,0.01,hypothetical protein,Other-Functions,Homo sapiens,dsDNA,Roseolovirus
749,QKE54915.1,Parvoviridae,Parvoviridae,Parvoviridae,59,0.005740712451605307,676.0,623.2,120.04,1001,0.005,nonstructural protein,Non-structural,Grus japonensis,ssDNA(+/-),Chaphamaparvovirus
750,NP_612796.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,59,0.005740712451605307,598.0,589.93,16.85,879,0.005,protein US23,Other-Functions,Homo sapiens,dsDNA,Cytomegalovirus
751,QGN19694.1,Reoviridae,Reoviridae,Spinareoviridae,58,0.00564341224056115,1147.0,934.9,404.2,1959,0.01,P3 protein,Structural-Envelope,Zea mays,dsRNA,Fijivirus
752,QOE74618.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,58,0.00564341224056115,871.0,604.36,265.79,989,0.005,origin binding protein,DNA-Binding,Homo sapiens,dsDNA,Roseolovirus
753,QAT94360.1,Virgaviridae,Virgaviridae,Virgaviridae,58,0.00564341224056115,798.0,459.12,244.16,600,0.003,coat protein,Structural-Envelope,Triticum aestivum,ssRNA(+),Furovirus
754,APO37186.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,58,0.00564341224056115,761.0,713.93,30.78,1246,0.007,DR1,Other-Functions,Homo sapiens,dsDNA,Roseolovirus
755,QGZ11208.1,Rhabdoviridae,Rhabdoviridae,Rhabdoviridae,58,0.00564341224056115,524.0,437.12,163.89,534,0.003,glycoprotein,Glycoprotein,Mus musculus,ssRNA(-),Lyssavirus
756,YP_009506353.1,Endornaviridae,Endornaviridae,Endornaviridae,57,0.005546112029516992,4920.0,2623.82,2298.95,6675,0.035,polyprotein,Polyprotein,Capsicum annuum,dsRNA,Alphaendornavirus
757,YP_654555.1,Secoviridae,Secoviridae,Secoviridae,57,0.005546112029516992,2163.0,1301.26,808.08,2954,0.015,polyprotein,Polyprotein,Fragaria x ananassa,ssRNA(+),Sadwavirus
758,QDH90133.1,Mitoviridae,Mitoviridae,Mitoviridae,57,0.005546112029516992,889.0,535.93,235.48,763,0.004,RNA-dependent RNA polymerase,Replication-Transcription,Diversispora versiformis,ssRNA(+),Mitovirus
759,YP_008052645.1,Mimiviridae,Mimiviridae-Phycodnaviridae-Marseilleviridae,Mimiviridae,57,0.005546112029516992,563.0,521.25,56.87,674,0.004,glutamine-dependent asparagine synthetase,Other-Functions,Acanthamoeba castellanii,dsDNA,Prasinovirus
760,AWK77128.1,Retroviridae,Retroviridae,Retroviridae,57,0.005546112029516992,554.0,544.3,2.51,738,0.004,gag polyprotein,Structural-Envelope,Bos taurus,ssRNA-RT,Bovispumavirus
761,YP_001531159.1,Filoviridae,Filoviridae,Filoviridae,56,0.005448811818472834,2331.0,2055.2,734.91,4951,0.026,polymerase,Replication-Transcription,Homo sapiens,ssRNA(-),Orthomarburgvirus
762,QDH12847.1,Filoviridae,Filoviridae,Filoviridae,56,0.005448811818472834,949.0,513.88,273.97,773,0.004,nucleoprotein,Structural-Envelope,Rousettus aegyptiacus,ssRNA(-),Orthomarburgvirus
763,YP_008378659.1,Paramyxoviridae,Paramyxoviridae,Paramyxoviridae,56,0.005448811818472834,551.0,496.21,76.76,575,0.003,nucleoprotein,Structural-Envelope,Homo sapiens,ssRNA(-),Orthorubulavirus
764,YP_009506367.1,Flaviviridae,Flaviviridae,Flaviviridae,55,0.005351511607428677,3057.0,1963.65,1347.83,4672,0.024,polyprotein,Polyprotein,Homo sapiens,ssRNA(+),Pegivirus
765,YP_009325632.1,Phycodnaviridae,Phycodnaviridae,Phycodnaviridae,55,0.005351511607428677,1376.0,915.93,401.23,1739,0.009,hypothetical protein,Hypothetical,Chlorella heliozoae,dsDNA,Chlorovirus
766,QRY06499.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,55,0.005351511607428677,1281.0,718.56,376.67,1187,0.006,hypothetical protein,Hypothetical,Homo sapiens,dsDNA,Roseolovirus
767,NP_050270.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,55,0.005351511607428677,1212.0,1156.2,158.09,2381,0.012,hypothetical protein,Hypothetical,Homo sapiens,dsDNA,Roseolovirus
768,QOL71465.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,55,0.005351511607428677,1066.0,999.2,164.13,1977,0.01,tegument protein UL37,Structural-Envelope,Equus caballus,dsDNA,Varicellovirus
769,BBJ21543.1,Adenoviridae,Adenoviridae,Adenoviridae,55,0.005351511607428677,720.0,554.47,115.32,752,0.004,pIIIa,Structural-Envelope,Gallus gallus,dsDNA,Aviadenovirus
770,NP_203553.1,Alphaflexiviridae,Alphaflexiviridae,Alphaflexiviridae,54,0.005254211396384519,1658.0,1338.15,588.39,2879,0.015,RNA-dependent RNA polymerase,Replication-Transcription,Ambrosia psilostachya,ssRNA(+),Potexvirus
771,YP_009505328.1,Phenuiviridae,Phenuiviridae,Phenuiviridae,54,0.005254211396384519,1239.0,1195.93,162.15,2433,0.013,glycoprotein,Glycoprotein,Aedes aegypti,ssRNA(-),Phasivirus
772,YP_009507917.1,Secoviridae,Secoviridae,Secoviridae,54,0.005254211396384519,1128.0,775.7,370.96,1367,0.007,polyprotein,Polyprotein,Cucumis melo,ssRNA(+),Nepovirus
773,BBG61979.2,Polyomaviridae,Polyomaviridae,Polyomaviridae,54,0.005254211396384519,846.0,540.8,273.53,782,0.004,large T antigen,Other-Functions,Miniopterus schreibersii,dsDNA,Alphapolyomavirus
774,AEN80118.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,54,0.005254211396384519,795.0,668.78,196.67,1065,0.006,capsid portal protein,Structural-Envelope,Homo sapiens,dsDNA,Varicellovirus
775,NP_862834.2,Retroviridae,Retroviridae,Retroviridae,54,0.005254211396384519,622.0,518.72,173.61,666,0.003,envelope glycoprotein,Structural-Envelope,Capra hircus,ssRNA-RT,Betaretrovirus
776,YP_009220597.1,Nimaviridae,Nimaviridae-Caulimoviridae,Nimaviridae,53,0.005156911185340361,6077.0,2150.15,2648.14,5027,0.026,hypothetical protein,Hypothetical,Penaeus vannamei,dsDNA,Whispovirus
777,YP_008567619.1,Caulimoviridae,Caulimoviridae,Caulimoviridae,53,0.005156911185340361,1925.0,427.25,594.32,602,0.003,polyprotein,Polyprotein,Piper nigrum,dsDNA-RT,Badnavirus
778,YP_008052581.1,Mimiviridae,Mimiviridae-Phycodnaviridae-Marseilleviridae,Mimiviridae,53,0.005156911185340361,1512.0,1044.75,495.41,2162,0.011,DNA-directed RNA polymerase subunit 1,Replication-Transcription,Acanthamoeba castellanii,dsDNA,Mimivirus
779,BCS82639.1,Mimiviridae,Mimiviridae,Mimiviridae,53,0.005156911185340361,757.0,460.26,190.33,578,0.003,putative ankyrin repeat protein,Other-Functions,Acanthamoeba castellanii,dsDNA,Mimivirus
780,YP_009055225.1,Filoviridae,Filoviridae,Filoviridae,53,0.005156911185340361,681.0,635.11,162.96,980,0.005,glycoprotein,Glycoprotein,Homo sapiens,ssRNA(-),Orthomarburgvirus
781,ALH44501.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,53,0.005156911185340361,499.0,488.49,6.01,527,0.003,K15,Structural-Envelope,Homo sapiens,dsDNA,Rhadinovirus
782,AGK41012.1,Flaviviridae,Flaviviridae,Flaviviridae,52,0.005059610974296204,3010.0,826.15,1199.38,1687,0.009,NS5B,Non-structural,Pteropus giganteus,ssRNA(+),Pegivirus
783,YP_009328931.1,Totiviridae,Totiviridae,Totiviridae,52,0.005059610974296204,1505.0,994.83,437.04,1857,0.01,gag-pol fusion protein,Structural-Envelope,Saccharomyces paradoxus,dsRNA,Totivirus
784,YP_003969958.1,Phycodnaviridae,Phycodnaviridae-Mimiviridae-Iridoviridae,Phycodnaviridae,52,0.005059610974296204,1488.0,1037.67,235.73,1953,0.01,DNA topoisomerase II,Other-Functions,Emiliania huxleyi,dsDNA,Prasinovirus
785,AYV85599.1,Mimiviridae,Mimiviridae-Phycodnaviridae,Mimiviridae,52,0.005059610974296204,999.0,846.48,216.11,1463,0.008,D5-ATPase-helicase,Replication-Transcription,Acanthamoeba castellanii,dsDNA,Mimivirus
786,QDH86441.1,Totiviridae,Totiviridae,Totiviridae,52,0.005059610974296204,898.0,738.62,142.94,1182,0.006,coat protein,Structural-Envelope,Botrytis cinerea,dsRNA,Victorivirus
787,YP_004021929.1,Reoviridae,Reoviridae,Spinareoviridae,52,0.005059610974296204,793.0,781.98,72.96,1276,0.007,P6 protein,Other-Functions,Zea mays,dsRNA,Fijivirus
788,AMB66046.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,52,0.005059610974296204,763.0,573.13,119.76,761,0.004,UL12,Other-Functions,Homo sapiens,dsDNA,Simplexvirus
789,QRG29183.1,Partitiviridae,Partitiviridae,Partitiviridae,52,0.005059610974296204,685.0,607.67,160.91,862,0.005,coat protein,Structural-Envelope,Sarcosphaera coronaria,dsRNA,Betapartitivirus
790,NP_051861.1,Poxviridae,Poxviridae,Poxviridae,52,0.005059610974296204,675.0,593.21,150.56,809,0.004,ankyrin repeat protein,Other-Functions,Oryctolagus cuniculus,dsDNA,Leporipoxvirus
791,YP_009094086.1,Paramyxoviridae,Paramyxoviridae,Paramyxoviridae,52,0.005059610974296204,622.0,477.73,240.1,700,0.004,glycoprotein,Structural-Envelope,Homo sapiens,ssRNA(-),Henipavirus
792,NP_612795.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,52,0.005059610974296204,609.0,577.58,6.77,733,0.004,tegument protein US22,Structural-Envelope,Homo sapiens,dsDNA,Cytomegalovirus
793,YP_164245.1,Iridoviridae,Iridoviridae,Iridoviridae,52,0.005059610974296204,508.0,498.31,2.14,522,0.003,putative phosphotransferase,Other-Functions,Ambystoma tigrinum,dsDNA,Ranavirus
794,YP_008802578.1,Secoviridae,Secoviridae,Secoviridae,51,0.004962310763252045,2324.0,1462.76,1006.03,3104,0.016,polyprotein,Polyprotein,Cucumis melo,ssRNA(+),Nepovirus
795,YP_605811.1,Caulimoviridae,Caulimoviridae,Caulimoviridae,51,0.004962310763252045,1900.0,422.14,589.72,566,0.003,polyprotein,Polyprotein,Musa acuminata,dsDNA-RT,Badnavirus
796,QGQ62777.1,Adenoviridae,Adenoviridae,Adenoviridae,51,0.004962310763252045,1095.0,994.94,196.49,1807,0.009,100 kDa protein,Other-Functions,Gallus gallus,dsDNA,Aviadenovirus
797,YP_717666.1,Baculoviridae,Baculoviridae,Baculoviridae,51,0.004962310763252045,1036.0,919.08,37.23,1606,0.008,hypothetical protein,Hypothetical,Lymantria dispar,dsDNA,Alphabaculovirus
798,YP_009049849.1,Baculoviridae,Baculoviridae,Baculoviridae,51,0.004962310763252045,650.0,512.12,54.63,574,0.003,EGT,Other-Functions,Chrysodeixis includens,dsDNA,Alphabaculovirus
799,ACS44770.1,Roniviridae,Roniviridae,Roniviridae,50,0.004865010552207887,6692.0,1110.6,2098.51,2177,0.011,pp1ab,Polyprotein,Penaeus monodon,ssRNA(+),Okavirus
800,YP_009506366.1,Flaviviridae,Flaviviridae,Flaviviridae,50,0.004865010552207887,3469.0,2842.24,891.4,6334,0.033,polyprotein,Polyprotein,Rattus tanezumi,ssRNA(+),Pegivirus
801,QRY06578.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,50,0.004865010552207887,1639.0,984.18,621.21,1806,0.009,regulatory protein IE2,Regulation-Control,Homo sapiens,dsDNA,Roseolovirus
802,YP_009552487.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,50,0.004865010552207887,936.0,739.36,76.11,1123,0.006,hypothetical protein,Other-Functions,Homo sapiens,dsDNA,Rhadinovirus
803,AYV75638.1,Mimiviridae,Mimiviridae,Mimiviridae,49,0.00476771034116373,1350.0,1081.18,331.47,1958,0.01,putative helicase,Replication-Transcription,Acanthamoeba castellanii,dsDNA,Mimivirus
804,AFA44971.1,Iridoviridae,Iridoviridae,Iridoviridae,49,0.00476771034116373,1192.0,1165.65,4.0,2157,0.011,hypothetical protein,Hypothetical,Ambystoma tigrinum,dsDNA,Ranavirus
805,P25073.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,49,0.00476771034116373,872.0,851.2,80.24,1376,0.007,tegument protein VP13/14,Structural-Envelope,Equus caballus,dsDNA,Varicellovirus
806,NP_258347.1,Baculoviridae,Baculoviridae,Baculoviridae,49,0.00476771034116373,861.0,813.14,58.06,1284,0.007,VP91,Other-Functions,Chrysodeixis includens,dsDNA,Alphabaculovirus
807,QIQ53102.1,Bromoviridae,Bromoviridae,Bromoviridae,49,0.00476771034116373,794.0,471.86,296.5,572,0.003,90 kDa protein,Replication-Transcription,Medicago sativa,ssRNA(+),Alfamovirus
808,YP_145804.1,Orthomyxoviridae,Orthomyxoviridae,Orthomyxoviridae,49,0.00476771034116373,708.0,636.45,164.49,876,0.005,PB1,Other-Functions,Salmo salar,ssRNA(-),Isavirus
809,YP_009330159.1,Baculoviridae,Baculoviridae,Baculoviridae,49,0.00476771034116373,645.0,571.02,74.99,693,0.004,efp-envelope fusion protein,Structural-Envelope,Plutella xylostella,dsDNA,Betabaculovirus
810,QPI35501.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,49,0.00476771034116373,560.0,545.39,64.05,621,0.003,tegument protein pp71,Structural-Envelope,Homo sapiens,dsDNA,Cytomegalovirus
811,AYC63251.1,Potyviridae,Potyviridae,Potyviridae,48,0.004670410130119572,3415.0,732.25,1100.71,1234,0.006,NIa-Pro,Polyprotein,Punica granatum,ssRNA(+),Roymovirus
812,ATA66954.1,Secoviridae,Secoviridae,Secoviridae,48,0.004670410130119572,1740.0,942.35,754.31,1708,0.009,polyprotein,Polyprotein,Fragaria x ananassa,ssRNA(+),Sadwavirus
813,YP_009666327.1,Roniviridae,Roniviridae,Roniviridae,48,0.004670410130119572,1666.0,676.48,533.46,944,0.005,polyprotein pp3,Structural-Envelope,Penaeus monodon,ssRNA(+),Okavirus
814,YP_009121868.1,Baculoviridae,Baculoviridae,Baculoviridae,48,0.004670410130119572,1164.0,1053.17,267.6,1859,0.01,helicase,Replication-Transcription,Erinnyis ello,dsDNA,Betabaculovirus
815,YP_009352963.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,48,0.004670410130119572,1120.0,990.54,262.11,1751,0.009,helicase-primase primase subunit,Replication-Transcription,Bos taurus,dsDNA,Varicellovirus
816,ANA50328.1,Adenoviridae,Adenoviridae,Adenoviridae,48,0.004670410130119572,773.0,654.0,173.59,907,0.005,ORF19,Hypothetical,Gallus gallus,dsDNA,Aviadenovirus
817,YP_010086730.1,Baculoviridae,Baculoviridae,Baculoviridae,48,0.004670410130119572,756.0,668.35,27.78,904,0.005,fusion protein,Structural-Envelope,Bombyx mori,dsDNA,Alphabaculovirus
818,YP_145803.1,Orthomyxoviridae,Orthomyxoviridae,Orthomyxoviridae,48,0.004670410130119572,616.0,583.58,128.29,736,0.004,nucleoprotein,Structural-Envelope,Salmo salar,ssRNA(-),Isavirus
819,YP_003824.1,Iridoviridae,Iridoviridae,Iridoviridae,48,0.004670410130119572,526.0,510.54,75.39,562,0.003,myristylated membrane protein,Other-Functions,Ambystoma tigrinum,dsDNA,Ranavirus
820,AIC34742.2,Totiviridae,Totiviridae,Totiviridae,47,0.004573109919075414,2554.0,927.74,503.22,1511,0.008,RNA-dependent RNA polymerase,Replication-Transcription,Penaeus vannamei,dsRNA,Undefined genus
821,AXB26865.1,Hepeviridae,Hepeviridae,Hepeviridae,47,0.004573109919075414,1539.0,647.09,652.25,1069,0.006,helicase,Replication-Transcription,Gallus gallus,ssRNA(+),Avihepevirus
822,YP_009389479.1,Alphaflexiviridae,Alphaflexiviridae,Alphaflexiviridae,47,0.004573109919075414,1437.0,859.19,619.31,1453,0.008,RNA-dependent RNA polymerase,Replication-Transcription,Orchidaceae,ssRNA(+),Potexvirus
823,YP_007417835.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,47,0.004573109919075414,1067.0,879.36,163.6,1416,0.007,M70 protein,Other-Functions,Homo sapiens,dsDNA,Roseolovirus
824,QQN90116.1,Dicistroviridae,Dicistroviridae,Dicistroviridae,47,0.004573109919075414,856.0,735.15,173.85,1058,0.006,capsid protein precursor,Structural-Envelope,Apis mellifera,ssRNA(+),Cripavirus
825,AXQ04852.1,Parvoviridae,Parvoviridae,Parvoviridae,47,0.004573109919075414,851.0,535.26,277.47,644,0.003,non-structural protein 1,Non-structural,Culicidae,ssDNA(+/-),Brevidensovirus
826,YP_009175042.2,Nodaviridae,Nodaviridae,Nodaviridae,47,0.004573109919075414,827.0,709.68,206.31,1022,0.005,alpha-delta fusion protein,Structural-Envelope,Caenorhabditis briggsae,ssRNA(+),Undefined genus
827,QGQ62515.1,Adenoviridae,Adenoviridae,Adenoviridae,47,0.004573109919075414,779.0,647.7,86.14,850,0.004,pTP,Other-Functions,Gallus gallus,dsDNA,Aviadenovirus
828,NP_042603.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,47,0.004573109919075414,728.0,655.49,141.5,880,0.005,ORF7,Other-Functions,Homo sapiens,dsDNA,Rhadinovirus
829,YP_009133218.1,Baculoviridae,Baculoviridae,Baculoviridae,47,0.004573109919075414,722.0,682.51,13.19,922,0.005,F protein,Structural-Envelope,Lymantria dispar,dsDNA,Alphabaculovirus
830,ARF07704.1,Nairoviridae,Nairoviridae-Peribunyaviridae,Nairoviridae,46,0.004475809708031257,4061.0,2047.63,1883.86,4147,0.022,RNA-dependent RNA polymerase,Replication-Transcription,Amblyomma gemma,ssRNA(-),Orthonairovirus
831,AVT50743.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,46,0.004475809708031257,3326.0,3114.09,672.46,6823,0.036,large tegument protein,Structural-Envelope,Bos taurus,dsDNA,Varicellovirus
832,YP_009058892.1,Togaviridae,Togaviridae,Togaviridae,46,0.004475809708031257,2411.0,2106.2,737.11,4202,0.022,non-structural polyprotein,Non-structural,Ochlerotatus camptorhynchus,ssRNA(+),Alphavirus
833,YP_164258.1,Betaflexiviridae,Betaflexiviridae,Betaflexiviridae,46,0.004475809708031257,2090.0,1839.8,535.52,3585,0.019,replicase,Replication-Transcription,Prunus persica,ssRNA(+),Foveavirus
834,QKU35550.1,Mimiviridae,Mimiviridae-Phycodnaviridae,Mimiviridae,46,0.004475809708031257,1562.0,759.74,427.26,1169,0.006,DNA-directed RNA polymerase subunit 2,Replication-Transcription,Acanthamoeba castellanii,dsDNA,Mimivirus
835,ANY92091.1,Reoviridae,Reoviridae,Spinareoviridae,46,0.004475809708031257,1308.0,1245.04,203.94,2200,0.011,lambda2,Structural-Envelope,Salmo salar,dsRNA,Orthoreovirus
836,AVM87470.1,Reoviridae,Reoviridae,Spinareoviridae,46,0.004475809708031257,1298.0,1145.39,361.37,1998,0.01,lambda 3,Structural-Envelope,Salmo salar,dsRNA,Orthoreovirus
837,YP_010087503.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,46,0.004475809708031257,804.0,783.33,33.63,1137,0.006,ORF61,Other-Functions,Homo sapiens,dsDNA,Rhadinovirus
838,NP_050228.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,46,0.004475809708031257,738.0,644.48,152.19,821,0.004,hypothetical protein,Glycoprotein,Homo sapiens,dsDNA,Roseolovirus
839,QOR60759.1,Phycodnaviridae,Phycodnaviridae,Phycodnaviridae,46,0.004475809708031257,684.0,626.26,102.66,784,0.004,hypothetical protein,Hypothetical,Chlorella heliozoae,dsDNA,Prasinovirus
840,YP_009330194.1,Baculoviridae,Baculoviridae,Baculoviridae,46,0.004475809708031257,621.0,530.74,52.17,557,0.003,pif-1,Other-Functions,Plutella xylostella,dsDNA,Betabaculovirus
841,ARB16032.1,Nairoviridae,Nairoviridae-Peribunyaviridae-Coronaviridae,Nairoviridae,45,0.004378509496987099,4812.0,3231.33,1709.57,6620,0.035,RNA-dependent RNA polymerase,Replication-Transcription,Ixodes ricinus,ssRNA(-),Orthonairovirus
842,CDM63857.1,Closteroviridae,Closteroviridae,Closteroviridae,45,0.004378509496987099,2866.0,1264.82,971.96,2247,0.012,polyprotein,Polyprotein,Prunus avium,ssRNA(+),Ampelovirus
843,NP_059513.1,Virgaviridae,Virgaviridae,Virgaviridae,45,0.004378509496987099,1858.0,1088.93,685.27,1840,0.01,152-kDa protein,Replication-Transcription,Triticum aestivum,ssRNA(+),Furovirus
844,QBR53297.1,Narnaviridae,Narnaviridae,Narnaviridae,45,0.004378509496987099,1037.0,984.0,31.53,1565,0.008,hypothetical protein,Hypothetical,Undefined host,ssRNA(+),Undefined genus
845,QWE80460.1,Reoviridae,Reoviridae,Sedoreoviridae,45,0.004378509496987099,1015.0,962.29,188.28,1570,0.008,VP2,Structural-Envelope,Bos taurus,dsRNA,Orbivirus
846,ARV85907.1,Parvoviridae,Parvoviridae,Parvoviridae,45,0.004378509496987099,838.0,586.76,217.44,704,0.004,structural protein,Structural-Envelope,Acheta domesticus,ssDNA(+/-),Scindoambidensovirus
847,ALN70040.1,Reoviridae,Reoviridae,Spinareoviridae,45,0.004378509496987099,766.0,707.98,151.1,953,0.005,muNS,Non-structural,Salmo salar,dsRNA,Orthoreovirus
848,YP_003587871.1,Anelloviridae,Anelloviridae,Anelloviridae,45,0.004378509496987099,665.0,607.56,103.01,722,0.004,hypothetical protein,Hypothetical,Homo sapiens,ssDNA(-),Betatorquevirus
849,P24380.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,45,0.004378509496987099,552.0,513.18,93.49,518,0.003,envelope glycoprotein E,Structural-Envelope,Equus caballus,dsDNA,Varicellovirus
850,YP_053108.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,44,0.004281209285942941,1487.0,1427.7,197.4,2512,0.013,transcriptional regulator ICP4,Replication-Transcription,Equus caballus,dsDNA,Varicellovirus
851,YP_009505588.1,Mesoniviridae,Mesoniviridae,Mesoniviridae,44,0.004281209285942941,912.0,900.32,3.82,1332,0.007,putative spike protein,Structural-Envelope,Culex pipiens,ssRNA(+),Alphamesonivirus
852,YP_004940094.1,Herpesviridae,Herpesviridae,Orthoherpesviridae,44,0.004281209285942941,621.0,520.75,71.97,509,0.003,U50,Structural-Envelope,Homo sapiens,dsDNA,Roseolovirus
853,QGQ62596.1,Adenoviridae,Adenoviridae,Adenoviridae,44,0.004281209285942941,570.0,528.77,46.56,527,0.003,DNA-binding protein,DNA-Binding,Gallus gallus,dsDNA,Aviadenovirus
854,YP_004782118.1,Adenoviridae,Adenoviridae,Adenoviridae,44,0.004281209285942941,557.0,489.09,151.48,501,0.003,fiber protein,Structural-Envelope,Canis lupus familiaris,dsDNA,Mastadenovirus
855,QHD64829.1,Hypoviridae,Hypoviridae,Hypoviridae,43,0.004183909074898784,3522.0,1327.44,1340.79,2333,0.012,polyprotein,Polyprotein,Sclerotinia sclerotiorum,ssRNA(+),Betahypovirus
856,NP_653077.1,Picornaviridae,Picornaviridae,Picornaviridae,43,0.004183909074898784,2589.0,817.58,784.43,1222,0.006,polyprotein,Polyprotein,Equus caballus,ssRNA(+),Erbovirus
857,YP_006543639.1,Picornaviridae,Picornaviridae,Picornaviridae,43,0.004183909074898784,2133.0,533.47,781.01,769,0.004,polyprotein,Polyprotein,Sus scrofa,ssRNA(+),Pasivirus
858,QRX38982.1,Rhabdoviridae,Rhabdoviridae-Caulimoviridae,Rhabdoviridae,43,0.004183909074898784,2116.0,1289.19,902.76,2198,0.011,RNA-dependent RNA polymerase,Replication-Transcription,Triticum aestivum,ssRNA(-),Cytorhabdovirus
859,YP_010086602.1,Rhabdoviridae,Rhabdoviridae,Rhabdoviridae,43,0.004183909074898784,1946.0,975.23,837.65,1534,0.008,RNA-dependent RNA polymerase,Replication-Transcription,Solanum lycopersicum,ssRNA(-),Alphanucleorhabdovirus
860,YP_009976137.1,Rhabdoviridae,Rhabdoviridae,Rhabdoviridae,43,0.004183909074898784,1879.0,1011.23,858.09,1680,0.009,RNA-dependent RNA polymerase,Replication-Transcription,Citrus sinensis,ssRNA(-),Dichorhavirus
861,AVL93817.1,Mimiviridae,Mimiviridae,Mimiviridae,43,0.004183909074898784,1476.0,736.84,173.74,961,0.005,hypothetical protein,Hypothetical,Acanthamoeba castellanii,dsDNA,Mimivirus
862,QPH36701.1,Totiviridae,Totiviridae,Totiviridae,43,0.004183909074898784,1426.0,684.35,195.57,863,0.005,RNA-dependent RNA polymerase,Replication-Transcription,Plasmopara viticola,dsRNA,Totivirus
863,QQD86171.1,Alphaflexiviridae,Alphaflexiviridae,Alphaflexiviridae,43,0.004183909074898784,1409.0,745.56,575.0,1090,0.006,RNA-dependent RNA polymerase,Replication-Transcription,Manihot esculenta,ssRNA(+),Potexvirus
864,YP_009480346.1,Reoviridae,Reoviridae,Spinareoviridae,43,0.004183909074898784,1226.0,1128.4,306.15,1831,0.01,P2 protein,Structural-Envelope,Zea mays,dsRNA,Fijivirus
865,AWO67791.1,Secoviridae,Secoviridae,Secoviridae,43,0.004183909074898784,996.0,718.35,351.14,988,0.005,polyprotein,Polyprotein,Lilium,ssRNA(+),Stralarivirus
866,QKU33981.1,Mimiviridae,Mimiviridae,Mimiviridae,43,0.004183909074898784,883.0,604.02,238.93,712,0.004,hypothetical protein,Hypothetical,Acanthamoeba castellanii,dsDNA,Mimivirus
867,QBJ02269.1,Reoviridae,Reoviridae,Sedoreoviridae,43,0.004183909074898784,783.0,586.84,224.39,681,0.004,VP3,Structural-Envelope,Sus scrofa,dsRNA,Rotavirus
868,AVX53545.1,Picobirnaviridae,Picobirnaviridae,Picobirnaviridae,43,0.004183909074898784,610.0,532.07,67.71,522,0.003,putative capsid,Structural-Envelope,Marmota himalayana,dsRNA,Picobirnavirus
869,QFU19788.1,Tobaniviridae,Tobaniviridae-Herpesviridae,Tobaniviridae,42,0.004086608863854625,8249.0,2319.88,2850.83,4336,0.023,ORF1B,Other-Functions,Morelia viridis,ssRNA(+),Pregotovirus
870,AJE25834.1,Picornaviridae,Picornaviridae,Picornaviridae,42,0.004086608863854625,2291.0,1290.9,988.23,2167,0.011,polyprotein,Polyprotein,Bos taurus,ssRNA(+),Aphthovirus
